0;0;0;0;land;false;unknown;0
1;205;19;1;land;false;desert;7
2;185;77;1;land;false;plains;7
3;237;113;1;land;true;hills;7
4;175;64;1;land;false;plains;7
5;186;118;1;land;true;plains;7
6;246;139;1;land;true;plains;7
7;230;89;1;land;false;plains;7
8;232;95;1;land;false;urban;7
9;174;232;1;land;false;desert;7
10;153;239;1;land;false;desert;7
11;162;218;1;land;false;plains;7
12;169;251;1;land;false;desert;7
13;125;225;1;land;false;plains;7
14;177;217;1;land;false;desert;7
15;140;228;1;land;false;desert;7
16;155;223;1;land;false;desert;7
17;132;213;1;land;false;desert;7
18;222;115;1;land;false;plains;7
19;224;92;1;land;false;plains;7
20;0;197;1;land;false;desert;7
21;86;65;1;land;true;mountain;7
22;154;66;1;land;true;mountain;7
23;156;73;1;land;true;mountain;7
24;41;189;1;land;true;plains;7
25;48;209;1;land;false;plains;7
26;97;218;1;land;false;plains;7
27;36;212;1;land;true;desert;7
28;40;249;1;land;false;plains;7
29;69;240;1;land;false;plains;7
30;39;239;1;land;false;plains;7
31;44;242;1;land;true;plains;7
32;66;226;1;land;false;plains;7
33;205;101;1;land;false;hills;7
34;190;104;1;land;false;hills;7
35;191;95;1;land;false;hills;7
36;229;162;1;land;false;plains;7
37;6;70;1;land;false;plains;7
38;68;70;1;land;false;plains;7
39;16;25;1;land;true;plains;7
40;40;18;1;land;true;plains;7
41;26;65;1;land;true;plains;7
42;44;17;1;land;true;plains;7
43;39;73;1;land;false;plains;7
44;42;66;1;land;false;plains;7
45;57;43;1;land;false;plains;7
46;112;82;1;land;false;plains;7
47;66;84;1;land;true;mountain;7
48;102;93;1;land;false;hills;7
49;64;95;1;land;false;plains;7
50;55;82;1;land;false;plains;7
51;92;25;1;land;true;hills;7
52;72;43;1;land;false;plains;7
53;67;54;1;land;true;plains;7
54;119;26;1;land;false;desert;7
55;109;78;1;land;false;plains;7
56;96;174;1;land;false;forest;7
57;114;116;1;land;true;forest;7
58;119;117;1;land;false;forest;7
59;117;142;1;land;true;mountain;7
60;90;157;1;land;false;urban;7
61;111;166;1;land;false;forest;7
62;78;166;1;land;true;forest;7
63;80;194;1;land;true;forest;7
64;187;42;1;land;false;plains;7
65;211;35;1;land;false;plains;7
66;240;47;1;land;false;plains;7
67;238;38;1;land;false;hills;7
68;151;185;1;land;false;hills;7
69;150;175;1;land;false;hills;7
70;151;201;1;land;false;hills;7
71;139;172;1;land;false;hills;7
72;239;10;1;land;false;plains;7
73;219;38;1;land;false;plains;7
74;253;21;1;land;false;plains;7
75;231;13;1;land;false;plains;7
76;249;25;1;land;false;plains;7
77;225;42;1;land;false;plains;7
78;46;123;1;land;false;desert;7
79;55;105;1;land;false;desert;7
80;75;125;1;land;false;desert;7
81;56;173;1;land;false;desert;7
82;110;165;1;land;false;desert;7
83;82;135;1;land;false;desert;7
84;34;55;1;land;false;hills;7
85;22;5;1;land;false;desert;7
86;157;174;1;land;true;mountain;7
87;148;131;1;land;true;mountain;7
88;155;191;1;land;true;mountain;7
89;139;209;1;land;false;desert;7
90;113;246;1;land;false;hills;7
91;163;218;1;land;false;desert;7
