1;supply_node;3320;14.796561;1578;-1.570000;0
1;arms_factory;3326;14.863522;1566;-1.570000;0
1;arms_factory;3319;14.420888;1584;-1.570000;0
1;arms_factory;3332;14.666696;1558;-1.570000;0
1;arms_factory;3314;15.433278;1576;-1.570000;0
1;arms_factory;3358;14.331290;1559;-1.570000;0
1;arms_factory;3323;15.035165;1565;-1.570000;0
1;industrial_complex;3316;14.732626;1582;-1.570000;0
1;industrial_complex;3312;16.152655;1570;-1.570000;0
1;industrial_complex;3357;14.511604;1571;-1.570000;0
1;industrial_complex;3356;14.297655;1558;-1.570000;0
1;industrial_complex;3351;14.260242;1566;-1.570000;0
1;industrial_complex;3331;14.737712;1561;-1.570000;0
1;air_base;3315;14.677029;1584;-1.570000;0
1;bunker;3342;14.273569;1568;-1.570000;0
1;anti_air_building;3319;15.320520;1569;-1.570000;0
1;anti_air_building;3323;14.894363;1573;-1.570000;0
1;anti_air_building;3334;14.711562;1560;-1.570000;0
1;synthetic_refinery;3325;14.945862;1565;-1.570000;0
1;nuclear_reactor_spawn;3337;14.481712;1561;-1.570000;0
1;rocket_site_spawn;3335;14.460562;1565;-1.570000;0
1;radar_station;3360;14.161148;1562;-1.570000;0
1;fuel_silo;3328;14.795952;1560;-1.570000;0
1;stronghold_network;3362;14.287177;1567;-1.570000;0
1;special_project_facility_spawn;3352;14.239966;1568;-1.570000;0
2;supply_node;3382;9.619641;1226;-1.570000;0
2;supply_node;3385;9.517068;1225;-1.570000;0
2;supply_node;3386;9.622668;1215;-1.570000;0
2;supply_node;3391;9.624110;1209;-1.570000;0
2;supply_node;3385;9.517068;1225;-1.570000;0
2;supply_node;3385;9.521988;1217;-1.570000;0
2;supply_node;3385;9.524033;1216;-1.570000;0
2;arms_factory;3386;10.040510;1227;-1.570000;0
2;arms_factory;3395;10.126209;1225;-1.570000;0
2;arms_factory;3397;10.140813;1219;-1.570000;0
2;arms_factory;3390;10.058476;1219;-1.570000;0
2;arms_factory;3393;10.061208;1212;-1.570000;0
2;arms_factory;3387;9.521196;1214;-1.570000;0
2;industrial_complex;3391;10.045641;1214;-1.570000;0
2;industrial_complex;3387;9.617298;1222;-1.570000;0
2;industrial_complex;3397;9.939141;1207;-1.570000;0
2;industrial_complex;3394;10.114008;1228;-1.570000;0
2;industrial_complex;3396;10.120728;1228;-1.570000;0
2;industrial_complex;3396;10.091123;1213;-1.570000;0
2;air_base;3391;10.081723;1227;-1.570000;0
2;bunker;3395;10.121456;1234;-1.570000;0
2;bunker;3391;10.059083;1216;-1.570000;0
2;bunker;3396;10.117011;1235;-1.570000;0
2;bunker;3393;10.103718;1220;-1.570000;0
2;bunker;3393;10.080337;1215;-1.570000;0
2;bunker;3395;10.126978;1219;-1.570000;0
2;bunker;3394;10.116171;1233;-1.570000;0
2;coastal_bunker;3385;9.517068;1225;-1.570000;0
2;coastal_bunker;3397;9.623743;1206;-1.570000;0
2;coastal_bunker;3388;9.720679;1214;-1.570000;0
2;dockyard;3395;9.622810;1206;-1.570000;0
2;naval_base_spawn;3387;9.716801;1223;-1.570000;10057
2;naval_base_spawn;3390;9.620630;1211;-1.570000;10057
2;naval_base_spawn;3387;9.818562;1219;-1.570000;10057
2;anti_air_building;3392;10.108453;1229;-1.570000;0
2;anti_air_building;3397;10.049117;1208;-1.570000;0
2;anti_air_building;3390;9.824149;1212;-1.570000;0
2;synthetic_refinery;3398;10.144572;1219;-1.570000;0
2;nuclear_reactor_spawn;3386;10.040510;1227;-1.570000;0
2;rocket_site_spawn;3386;9.615654;1224;-1.570000;0
2;radar_station;3392;10.084988;1218;-1.570000;0
2;fuel_silo;3394;10.125435;1235;-1.570000;0
2;floating_harbor;3397;9.623743;1206;-1.570000;0
2;stronghold_network;3397;10.117740;1233;-1.570000;0
2;special_project_facility_spawn;3391;10.081723;1227;-1.570000;0
2;special_project_facility_spawn;3394;10.049337;1209;-1.570000;0
